Tweet,Label
w jd takut pke jnt,Fear
"sedikit sedih kmren ngga jadi tindakan injeksi tp emng bener kata dokternya, aku dah vakum 3 bulanan, jd kalo langsung injeksi lg nanti kaget malah kmren cuma dikasi obat sama salep gt banyak bener, jadi takut sendiri",Fear
hahahha bangsat team bingung ini diservice tp senin uda mulai kegiatan aduh gmn yak layarnya kelap kelip takut klo musti ganti trus mahal babikk takut filenya ilang kalo tau2 diinstal ulang mager nginstal2 lg mn blom dibek up mn hari sabtu tutup semua begee,Anger
udah di share ke base blm fan? sedih bgt liatnyaa,Sad
pen marah marah tanpa sebab,Anger
ngeri ye..,Fear
"pengem nonton kukira kau rumahh tp takut kena mental,,",Fear
"ini gua ketawa banget liat komennya, lu bedain bg mana yang deket sama yang kaga. lu kata exo temenan cuman satu tahun dua tahun? kaga anjr wkwk. suka duka udh di lewatin sama"", ngejokes bgtu udh biasa. lah notabenya yang baru kenal udh sokap? lol,lu pikir sendiri aja apa bedanya",Joy
"dear! hi aku umur 19 punya sepupu cewe umur 22 nahh dia mau nikah trus dikira mua nya aku yg mau nikah, si sodaraku ini bilang intinya mukanya borosan aku, ada ngga sih skincare yg gabikin muka boros, sedih banget dikatain gitu :(",Sad
"wow sangat berbeda hahah, semoga hari sabtunya ikutan cerah juga",Joy
ampun kenapa para seme pada risih atau malu buat manja? hey kalian begitu tuh lucu banget tau malah mau kekep ampe bengek .g,Joy
selamat ulang tahun adekk sehat dan bahagia selalu yaa,Joy
iya suka banget,Love
ngeri banget temenmu nder,Fear
"kesel bangett apalagi d masukin ke grup ga jelas begini, rasanya emosi bgt, kenal jg enggak, hadeh.",Anger
"kalau yg berkunjung ke suatu daerah itu spt , , dijamin pasti sepi kerumunan, ga ada satu pun masyarakat yg keluar!! kuncinya jgn yg ke daerah, biar mrk aja yg ke daerah.",Neutral
"hafal yang penting2 je. paling penting, accio. senang kalau malas amik barang.",Joy
makasih nokaav bahagia selalu juga,Joy
pickaw punya dendam kek nya,Anger
"halo kak paket saya masih belum ada update dari tanggal 29 januari sampai sekarang dan belum sampai juga, bagaimana ya kak? saya khawatir jika paket saya hilang soalnya saya banyak lihat kasus paket hilang di twitter, mohon bantu follow up ya kak,saya sudah 12 hari menunggu paket",Fear
mau bgt,Joy
daftarkan diri kaka buat raih kesempatan menang puluhan juta cukup modal 10.00 saja !! daftarnya bisa pakai rekening apapun tanpa dipungut biaya admin!! untuk daftar klik link disini ya,Neutral
dgr suara org yg makannya ngecap asli emosi aink,Anger
"temenku klo ngechat pake assalamu'alaikum ke aku rasanya gimana gitu mksdnya ak gak nge judge dia terlalu baik atau apa cuma aku merasa kita tdk sedekat itu.. pdhl ak pngn di chat biasa aj kyk manggil nama org dia sm circleny ya biasa, kok sma ak pake salam",Neutral
kalau bubur kaya gini nggak diaduk enak banget plis,Joy
rasa tetawa lwn sedih ih meingat sisa libur sehari aja lagi sampai tanggal 20,Sad
"pria, jika wanita marah, ajaklah dia berbelanja atau ke salon. niscaya amarahnya langsung hilang.",Neutral
"benar guys, nasi goreng.,simple, cepat, dan enak.,saatnya lanjut beres2 dah, ini rumah udh kaya' gak ada penghuninya, debu udh mulai bermunculan lagi.",Joy
namanya juga hidup enak ga enak ya tetep harus kita nikmati,Neutral
"meme gk jelas. tangganya ki step by step proses gitu harusnya, mosok random, bego banget.",Anger
"aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut",Sad
sorry tp kenapa takut eh kalau cert mysj jadi putih? as long kite bertegas dah amik 2 dose. should be fight jela balik kan? even kj ugut mcm tu,Neutral
maksutnya kenapa sedih.,Neutral
biasa dirapel ya makannya?,Neutral
permulaan yang bangsat untuk febuari 2022,Anger
bingung takut panik,Fear
"you deserve it! aku suka banget sama karya-karyanya kakak, bagus sekali",Love
"suka ngga suka, sukanya karena panggilannya lucu2 aja sma dah akrab dan dikasih sma mbah dan ortu. ga terlalu suka karena terlalu pasaran banget, selalu nemu yg namanya ""putri"" dmn2 wkwk",Neutral
"morning win win metawin semoga makin banyak solo projek, solo endorsement, series baru dan projek-projek lain yang bikin win bahagia.,",Joy
happy birthday semoga ga sedih dihari ulang tahun nya malah gagal penati,Joy
agus andrianto menduga berdirinya kerangkeng seluas sekitar 6x6 meter selama 10 tahun itu dibekingi organisasi kemasyarakatan dan pemuda (okp). kita sebut saja pp.,Neutral
"mun sepatah ku becakap, kau utuk. baik tah ku diam. pastu kau marah pulang aku diam? ngak paham",Anger
mendekap sepi di sudut sunyi. menyimpul tali mengikat diksi. menggapai rindu tercabik pilu. hatiku selalu terukir namamu ilu,Sad
"penggemar masker miisoo cek suka banget sama masker ini, bahan dalamnya lembut enak banget gak bikin gatel. walaupun longgar tapi bisa diakalin talinya diiket biar rapet.",Love
sampe temen temen aku inget aku suka banget sama lagu ini haha,Joy
harus bahagia terus dong,Joy
tak sempat la ni nak balas dendam minggu depan. mesti sakit dh hilang time tu,Anger
"kan udh biasa juga kita kayak gini, gak usah serius kali",Neutral
rl ku sumpah messed up ku kira yg online udah fine fine aja jir. taunya.. ya udh kecewa bgt gk si,Sad
"galak tapi pas udah tau sifat dia lewat beberapa video, jadi suka banget sama dia aa",Love
"guys, crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus, atau sedih kayanya dia nganggep sender sebagai temen doang..btw kita udh hampir ga chatan selama sebulan trus dia tbtb sering reply sw sender gtu",Sad
aku sih suka. kayak solar system gitu. huhuhu entah kenapa aku suka banget liatnya.,Love
"dia marah yae di ship sama ayato, katanya yae miko based on yae sakura on honkai yang emang canonically lesbian tapi ini kan genshin impact",Anger
serius ibu nya suka begitu ini sayang hati hati *ngasih karung beras*,Love
"saya gak habis pikir petani kita sudah dibeginikan tapi masih aja mau pilih yang itu lagi dan lagi. dikasih tau malah marah, kapan sadarnya??",Anger
"ga ada waktu, apa takut ada mata2 ww",Fear
"wkwkwkkwkwk semangat nguli, cla",Joy
"ls lama, tapi suka banget",Love
mood ku bagus sejak masuk sma,Neutral
sender tolol bikin emosi aja pagi2 gini,Anger
anj suaranya deep bgt takut,Fear
"sedih ngga sih,harus dengar hal yang kaya nya kalo di denger bikin ovt,sedih dan yang lainnya:)",Sad
gm gm keep streaming guys semangat,Joy
"pp! boleh minta kritik dan saran? worth gak ya kalau jadi ready stock? takut malah flop gitu, tia",Fear
anda tau ga sie rasanya lg bengong kaget anjrt,Fear
"follow aja deh nel coba, nnti lo kenalin sendiri ankanya kyl gimna. tp jgn kaget aklo kisah cinta dia sangat amat teramat kasihan nih acc nya .nnajeaa",Neutral
"baru nyadar klo jomblo itu tak selalu berarti sepi, dan pacaran itu tak berarti selalu happy!",Neutral
masih pagi sudah mulai senggol sana sini saja man,Neutral
emosi mulu nih lansia,Anger
gatauu lg sedih kalo liat foto2 cogan,Sad
paling benci kalo emak bapak udh ngomongin jodoh. im still fuckin 19,Anger
akuu suka banget,Love
anjing babi bangsat abang gw kecelakaan pelakunya kabur setan,Anger
udah dong marah nya,Fear
semoga bisa cepat pulih,Neutral
"kalau udah drop gini baru terasa. sepi, hampa, dan ga guna. :')",Sad
"oh, sayang. kenapa tidak beritahu aku kalau kau kesini? sapaan ramah untuk menyembunyikan rasa kagetnya itu mungkin tidak akan mempan untuk membuat lee dan tidak marah. bila dilihat dari raut wajahnya itu, jelas lee dan siap menyemprot sejoon dalam berbagai cara.",Neutral
"suka korea tapi level kebodohan bucin hanya untuk diri sendiri dan gak nyinyir kesukaan orang. so, gw setuju sama ini",Joy
baru saja mengirim foto bekasi,Neutral
"manusia suka banget sm angka, salah ga menurutmu?",Neutral
iya mending batalin aja dripada kayak belanja sama batu anyway semangat upraknyaa!!,Joy
pengen blink selca day tp malu.,Fear
"ternyata gue di block sama cowo kr di ig gegara dia pas minta foto yg aneh"" ke gue trs gue tolak, lagian minta foto yg aneh"" mulu dikata gue bego apa",Anger
tidak biasa sekali sikapmu bre,Neutral
kok om sih. *gugup*,Fear
ga suka banget kalau didominasikan. yaudh jangan di gua klu gua ya kesetaraan,Love
takut disomasi sm klien,Fear
"tapi tetap para pemuja vaksin akan menolak informasi itu, shg mereka tetap menunggu dengan penuh harap go itu disuntikkan kembali ke tubuh2 mereka. dan kita yg dianggap bego. dan kita yg dianggap sok nalar. dan kita yg dianggap hoax. padahal",Neutral
"astungkaraa , oh grgr ini sedih",Sad
ya allah mau nyerah tapi harus semangat :(,Sad
pagi pagi dapet kabar baik huhu nangis banget makasih ya allah,Joy
senang rasanya sehat kembali makan normal habis smpai bersih piringnya melihat senyum ibu2 semringah seorang penjual,Joy
sedih aku lagi berantem mereka saling cemburu akhirnya win ngembek,Sad
sekalinya muncul ngegebraknya bikin kaget ya mas topo,Fear
"risih, gak suka banget soalnya kayak yang terlalu .. gimana gitu",Anger
"huuh pasti ada dari mereka yang mau menjatuhkan 1: sekian juta orang.. allah sayang sama kamu, allah mau kamu istirahat dulu skrg gpp nikmati aja rulesnya gak boleh marah ataupun sedih semua pasti ada yg lebih indah dari ini",Neutral
"assalamualaikum, semangat..",Joy
"gua baru sadar muka gua pas nikahan ga ada yg beres, kek terpaksa bgt senyum sampe photographernya blg biasanya penganten mah suka bgt di foto tapi kalo ini mah susah banget di foto",Sad
"baik banget, baiknya juga ke semua orang. mana cakep lagi, wajar banyak yang suka",Love
"kalo indonesia aku lebih suka per artist sih kayak kunto aji, tulus, sama yura yunita soalnya liriknya bagus-bagus bangett",Joy
wahh semangat uprak ny kakk:d,Joy
bangsat masih berani main sosmed,Anger
ya allah aku salfok tempatku pulang gini aja aku sedih. kayari kayanya sudah tau rumahnya ya,Sad
dia ngajak balikan cuma buat bales dendam kek nya wkwk gara-gara aku putusin sepihak tanpa kejelasan. padahal aku gak bilang kalau mau balikan dan dia anggap aku pacarnya. teakhir kali diselingkuhin dan aku biasa aja wkwk,Neutral
takut lah tgk draw gp b ni ya allah,Fear
dah ratusan woi.. apakah baik-baik saja ada 149 lubang bekas tambang di kawasan ibu kota negara (ikn) nusantara dengan luas 256 ribu hektare. lubang itu dihasilkan dari total 25 konsesi perusahaan tambang.,Neutral
kadang pesan dari allah ada pada org yg ga banyak bicara dan sangat sederhana.,Neutral
"marv! tiba2 kepikiran, kan hank pym bilang kalo ant man ini walaupun berubah jd ukuran semut, kekuatan nya tetep kayak manusia biasa yaa, berarti pas si scott ini berubah jd raksasa itu kekuatannya seharusnya tetep seukuran manusia dong? tolong jelasin ke aku",Neutral
takut di photo tuh mak,Fear
"suka bang sama ketek bauk, aroma kringet, ketek basah. pokoknya suka aroma bauk ketek khas jantan ( tanpa rexona/parfum ) bisa bikin gairah, bisa sampe muncrat",Love
"bangsat, ngagetin aja",Anger
i made it. akhirnya minggu berat kemarin terlewati dan puas bgt sama hasilnya. minggu dpn lebih berat tp setelahnya libur yuk bisa yuk,Joy
enak ga?? Kalau ga ya ga mau,Joy
sedih bacanya,Sad
"enak daring bs sambilan nyantai"" dirumah",Joy
hal paling sedih itu di saat gue ga tau mau ngeluh sama siapa,Sad
2022 tetep bodoh..,Neutral
asal bapak senang,Neutral
"lah itu mah kesntuh semua sarafnya, stres sedih marah frustasi cemas mual tegang langsung bablas ilang mana cantik banget genggamannya",Neutral
"pejabat kaget itu budaya kumpulan orang 2 bego bermain drama, prestasi menjilat , korupnya ga kira2.",Anger
"gw yg udah nonton kim sabu berulang kali apa kabar? yg ada nonton di net bikin gak nyaman, yg harusnya gw udah terbiasa nonton adegan di meja operasi malah diginiin sumpah kecewa. dr romantic tayang di net beda rasa, feelnya jdi gak sedapet kyk pas nonton di netflix",Sad
nasi di godong jati.. enak bnget mbak,Joy
"introvert juga tidak sama dengan pemalu atau takut dengan sosialisasi. introvert sama aja kayak org pada umumnya, sosialisasi itu tidak sulit bagi mereka cuman sosialisasi itu menguras energy.",Neutral
sibuk santai hehe,Neutral
aduhh si tolol keceplosan,Anger
"beh, mangkug tut bah malu nae",Fear
bisa gua jelasin hyung.. jangan.. jangan marah..,Neutral
takut puasanya ga sah,Fear
realita mengagakan tydack anak moeda. kita turuti saja,Neutral
"harus sub unit/foto lebih dari 3 member biar agak rame wkwk c/o : cbx me, sc me.. klo solo sepi bat berdua doang (tapi udah bersyukur bisa sama salah satu member, seng penting exo xixiixizi^",Joy
malu banget tadi nangis dipergokin nyokap,Fear
"betul phi!! dah ga pernah merhatiin tanggalan, kyk udh ganti hari tuh ya udh biasa aja, tak ada hari spesial",Neutral
lebay bgt anjir nangis smpe tersedu sedu kaya diapain org malu anjir,Anger
"morning, nie semangat yaa",Joy
"mau balik kampus nemuin kajur badan malah lemes gaenak badan jadi takut mau ke kampus lagi, moga aja ga kenapa"" aku",Fear
"makanya anjir gue emosi, kesel banget nontonnyaa",Anger
"pitnah itu! kompensasi crosong aja belum di kasih, eh udh pitnah aku gak suka waffles. sekalian aja bilang aku suka croffle?",Love
pertanyaan tolol,Anger
"duuh ga lama lg insya allah ngalami masa2 ini, melepas anak lanang kuliah..pasti ambyar hati mamak ya mbak,selamat belajar mbak n, sehat, bahagia n sukses sll, smoga tercapai apa yg disemogakan, aamiin",Joy
heh crush sya ko lucu banget ya pengen jujur deh sama muhammad kenzie rafael bahwa sya suka sma diaa,Love
marah btol bang,Anger
"merasa pintar, bodoh saja tak punya",Neutral
"bener banget. gue exol dari jaman overdose. pas orang tau gue exol pada bingung gitu, kok gue masih suka sama mereka padahal mereka udah ga terkenal dan udah tua. pengen banget gue sumpel mulutnya pake kaos kaki. gue ga jawab karna takutnya jadi ribut, langsung gue tinggal aja.",Anger
my! baru bangun terus buka hp dan dapat kabar kayak gini. seneng banget ya ampun,Joy
kalo marah balik kek anjg lah,Anger
"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja",Fear
selamat pagi mari memulai hari dengan emosi yuk mampir~,Anger
"karena rasanya aib banget gue takut stigma orang2 mandang gue orgil:"") setakut itu padahal sekarang udah banyak banget yg speak up tentang mental illnessnya masing2. makanya gue agak gedeg sama orang2 yg ngaku2 punya mental illness bermodal self diagnose. sedih bgt gue liatnya",Fear
eiyy ngga repott seriuss duariuss deh apa yang ngga buat daraa¼ soo jangan sedih yaa pasti ada kok yang mau baca cerita kamuu,Neutral
"ku terbangun lagi di antara sepi hanya pikiran yang ramai mengutuki diri tak bisa kembali tuk mengubah alur kisah ketika mereka meminta tawaternyata rela tak semudah kata tak perlu khawatir, ku hanya terluka terbiasa 'tuk pura-pura tertawa namun bolehkah s'kali saja ku menangis",Neutral
"udah cari grabmart lah, tokopedia fresh, aplah semacamnya tetep sih paling enak mah wassap kang sayur soalnya bisa nitip apaan aja yang gak ada di cart",Neutral
jangan deh kalo balikan ntar takut muncul perang dunia lagi,Fear
"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget.",Fear
masih pagi jadi harus semangat dong!!,Joy
orang islam gk butuh orang bodoh.,Neutral
sejak kapan masyarakat mau dilibatkan..sesama anggota dpr saja tidak boleh dan tidak mau dilibatkan oleh beliau apalagi cuma masyarakat.apa udah pikun mic dimatikan supaya orang lain tidak terlibat..,Neutral
semangat..,Joy
4 bln ya desember lalu gw kaget mulu klo om gw dateng. takut ngasih kabar kematian.,Fear
menjadi biasa itu terlalu biasa.,Neutral
ya allah enak banget libur btw bulan ini sy cek out shopee isinya bantal sama blender jus mau memperbaiki kualitas bobok sama kesehatan wkwk ( saran dari dokter ) karena abis kontrol n sumpah rekor bb 64kg bhakk makanya beban badan makin berat ye shay,Joy
kenapa aku marah dengan mahadir selepas batalkan projek hsr ? dengar sini,Neutral
"tersesat dalam tangis menginginkan kehadiranmu, tapi kau tak kunjung hadir bahkan hanya untuk sekedar mengabari. sadar dan damai dalam jalan yang lurus, tapi merasa tak berarti karena hadirmu benar-benar sudah tak disini. bagaimana bisa aku melihat sosokmu dalam diri orang lain?",Sad
huhuu suka banget bangettt sama konsep cb taeyeon kali ini,Love
"siapa nih yg ketagihan nonton all of us are dead (2021) di netflix? walaupun takut, tapi rasanya kenapa ya gak bisa berhenti nonton? kenapa ya kita suka banget nonton film horor? ternyata ada alasan ilmiahnya, lho! yuk, kepoin di sini",Love
alhamdulliah jimin happy bgt dapet kabar baik. sehat sehat terus ya kesayangan banyak orang. untuk yang lain juga tetep jaga kesehatan ya,Joy
emosi yaa........,Anger
"sini ka! dijamin file kamu bakal aman karena no repository, no self plagiarism fast proses murah (start from 2k aja) bisa qris pastinya trusted 100% bisa liat testimonials di pinned ku ya! jangan ragu mau cek di aku! fastresp?",Neutral
"cjr bangsat! perusak moral ! masih kecil udh ngajarin cinta""an, belum sunat aja sombong ! dah sono pergi kelaut aja ! cc : all comati",Anger
ini ga ada niatan digaji gt ya? sedih amat isip,Sad
"cuy ajg wkkwkw tolol semua di rnjna uda paling bener emg aku cuma baca lfs aja, karakternya bener semua tida seperti di rnjna yg mostly pada problematic toxic selfish",Anger
halahh cuma bisa memenangkan pilkada lewat isu sara saja kok bangga.trus kerja nyatanya yang pling kelihatan adalah klewar klewer berkata kata.tapi buktinya 0% seperti rumah dp0%,Neutral
"gmn ya. rasanya hidup gue g bergairah. gue tinggal dgn org yg gue gkd rasa tapi gue menggantungkan ekonomi sama dia meski dia pas2an. dan org yg gue suka d rp bokek, trs bego dan penghianat. ntah rasa gue masih ada apa gk. gue juga g berharap ketemu yg lebih menarik. g mungkin",Sad
"ntah lah.., kata ustad, gk boleh dendam, cuma teringat trus. sbb ulama kami yg mendukung total msh dipenjara smpe hari ini",Neutral
"hari ini gk dl,ngeri",Fear
"sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error",Fear
"maksud ak tp itunya yg gua melaka ga enak bgt bestiee, gatau sih tp kalo yg suka manis2 dan ga suka kopi kayanya bakal suka",Joy
sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,Sad
sumpah bikin emosi aja pagi pagi,Anger
"semangat, hati-hati dijalan meii!!",Joy
sumpah anjrit ngerjain revisian tuh kenapa berat banget siihh males nya ituloh. kek paling beraat banget suka heran sama diri sendiri,Anger
suka banget dong gw,Love
"wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh, wkskwk semangat anya bersih bersihnya wkwkw hapus apk yang udah ga dipake aja",Joy
"belum, bahkan udah bertahun tahun belum pernah lihat shanks bertarung. gue udah ikut dari sma. boleh dm aja sini, gue masih sering banget nonton ulang. banget banget daripada gabut juga kan ya, mendingan nonton op gak sih.. episodenya banyak jadi santai nontonnya",Neutral
bisa kak start 15k/hal. aku mhs smt akhir bahasa sastra indonesia murni udh biasa nyunting teks dan analisis kebahasaan penjurusanku linguistik juga. langsung chat,Neutral
srs benci giler dgn org yg tak sabar n tak hormat cuti org.,Anger
tolol bgt nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm,Anger
"aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt",Fear
gpp dek. santai aja. gw pernah kok tahun 2008. tapi bedanya ga jadi kalah. kalau ini ga jadi menang awikwok siiuu,Neutral
almarhumah ibuku suka banget nolong orang-orang sampe sekarang tiap aku ketemu salah satu dari mereka aku selalu didoain yang baik-baik,Love
enak loh lagunya,Joy
"selamat pagi.. tetap semangat, tetap optimis biar bisa bigwin. amin amin",Joy
gue takut dah jeongwoo merah,Fear
"apapun yang sedang terjadi, sesulit apapun yang ka arra hadapi. harus tetap kuat dan semangat yya! pacarnya renjun harus selalu kuat dong^^ so be strong and fighting pacar injun",Joy
"sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr",Sad
kabar baik untuk hari yang biasa,Neutral
pagi pagi dapat kabar bahagia,Joy
"tbh pengin marah karena dia yg mendadak pake ikut masuk mobil. cuman yg ditakutin bukan diri sendiri sakit, tapi takutnya bawa penyakit ke orang rumah",Anger
"yukk, semangat nih",Joy
"masih bingungg, kenapa yaa akhir akhir ini suka banget sama boker",Love
"sayang ini indah banget.. aku selalu suka gimana kamu selalu mengasosiasikan orang2 yang kamu sayang dengan setiap pelosok kota, kesannya mereka bener-bener ada di sana di samping kamu. aku setuju chan memang penuh dengan renjana, maka kita antar dia ke polaris sama2 ya?",Love
"2 korintus 3:14 (tb) tetapi pikiran mereka telah menjadi tumpul, sebab sampai pada hari ini selubung itu masih tetap menyelubungi mereka, jika mereka membaca perjanjian lama itu tanpa disingkapkan, karena hanya kristus saja yang dapat menyingkapkannya.",Neutral
"mau meluk takut dosa, gak meluk mubadzir astaghfirullah bestie",Fear
makasiih.. iya ya ampun kaget bangett,Joy
jadi ikut sedih anjir,Sad
"kalo ke canggu, wajib banget sih ke moana sih. ini pesennya super random tapi enak semua. apalagi black sauce nya",Joy
"itu maksud sendernya "" alhamdulillah nggak malu "" gitu yorobun",Neutral
kok marah,Neutral
bikin gue emosi aj,Anger
iyah enak banget coba denger banyak idol yang suka juga dan tentunya ost main vocal gfriend hehe,Joy
bersyukur itu adalah tidak mudah kecewa dengan apa pun yang terjadi dan tidak mengeluh dengan semua yang harus dihadapi.,Neutral
aku suka british accent pas masuk kuping itu keren banget tapi ya itu ngga paham jadi suka bingungan,Love
gue kangen bgt anjir btw gimana ya caranya biar aktif di sini soalnya sepi anjir,Sad
"saat tetangga muslim meninggal meski kelakuannya srg jd omongan, bertaburanlah doa di wag,tp saat tetangga non muslim yg jarang berkonflik,hanya ucapan turut berduka yg terucap.apakah mereka takut atau tidak mau mendoakan?padahal allah sebaik baik pengampun dosa. astaghfirullah.",Sad
"suka, banget.",Love
"sekarang udah di remake sama authornya, nder. namanya l4dy 1n r3d di ijo (eng). tapi ceritanya udah berubah banget sih, gk kaya cerita p4tch1 yg dulu tapi p4tch1 nya masih suka b*nuhin orang wkwk ya masih tetap kurang sih",Love
"gue orang kota, tp tiap pulkam tuh waktu pake legging 7/8 diliatin mulu. apalagi sm yg laki, pdhl gue pake oversize hoodie ttp ngeliatnya ke daerah privacy mulu, risih lah bego. paling aneh, masa gue gowes pake sepatu di blg ""ra sah nggo sepatu, nyeker ae"" mkstlo ap njir ngatur",Anger
ckp macam ni pun tk rasa nk marah ke kecik hati ke hmm,Anger
"uri markeu selamat buat solo stationnya yeayy proud of you, makasii udah nyiptain karya yg luar biasa, makasi jg udh nyiapin banyak hal di thn kemarin dan thn ini, sehata"" trs ya mark, aku tunggu projek selanjutnya, speechless bgt dan smg karyanya bisa jadi motivasi ya mark",Joy
"ahaha~ kau ini bisa saja. karena tak ada kegiatan, akhirnya aku berkebun saja. jujur, katarina malu.",Neutral
ya ngakak ya sedih enjoy aja,Joy
mau request? langsung saja tulis di kolom komentar,Neutral
dih tolol,Anger
"kita gabisa misahin org yg bucin meski pasangannya toxic. udah habis hampir 10 tahun nelen stress tentang hal yang gabisa gue kendalikan, kena imbas mental juga sampai bablas selfharming depan mereka. histeris saking meledak. kalau dia sedih gue gaperlu menyalahkan diri sendiri",Neutral
":"")) kesel dan sedih alias kecewa bro :( yg tdnya semangat wts jd agak loyo",Sad
"kata bang koi ""itu yg suka komen kpop plostak plastik plostak plastik itu uda kasih kerja ke berapa orang ya""",Neutral
ko sepi lgi yanc,Sad
"salah sendiri baperan, tolol!",Anger
akhirnya ga malu lagi,Joy
suka banget ngegadoin susu bubuk. apalagi pake pisang goreng ato donat duuh jd laper,Love
aduh si tolol wkakkwkak,Joy
susu yg biasa ku minum dymatize. mau?,Neutral
anda anak smp ? atau sma ? atau anda merasa keren ? gabung di di jamin puas ^^,Joy
lagi seneng soalnya dapet kabar baik i vote for at the 2022,Joy
takut skripsi,Fear
markf! semangat 2±400k lagi buat mencapai target we can do it kok yuk semangatt,Joy
terlampau taksub pun susah ended up nampak macam orang bodoh,Anger
"cewe emg suka ngeliat cowo ganteng, tp di hatinya ttp cuma km yg dia sayang.",Love
dipta kamu jangan bego bisa ga?,Anger
"springhill f tier breakfast, yang enak cuma sosisnya",Neutral
"kek gimana ya, kadang tu melihat kebodohan orang tu bikin pengen hihh. udah tau ada gejala lu bilang lu sakit tenggorokan, waktu tes positif kok kaget g ada gejala lah itu yg lu tulis sebelumnya apaann",Anger
"lucu banget, yeseo! sayangnya gak punya tiktok, nih. (sedih)",Sad
mencoba santai meskipun hectic parah,Neutral
bangun jam 5 tadi krn mimpinya sedih. barusan tidur lagi 15 menit mimpinya malah lanjut. another day of waking up with a heavy heart. ga enak,Sad
emosi bgt miu tahan aku supaya ga gebuk ele,Anger
ya allah udah ada kabar euphoria bakal ada season 3,Neutral
"lah bego, itu all of us are dead kali gwinam",Anger
"katanya dulu jeno pernah ngasih hadiah powerbank moomin ke renjun ya? kata jeno biar renjun selalu inget jeno terus pas renjun pake powerbanknya. oh terus jeno juga pernah bilang ke renjun ""bisa ga sih kamu suka sama aku kaya kamu suka sama moomin? aku cemburu"" wkwk lucu banget",Joy
bismillah.. semoga saja beruntung done,Joy
"sender! selamat pagii, selene mau ajukan si tristan karena cocok sama kriterianyaa. bisa jadi bro/boyfie kamu, suka kasih hugkiss sukaa banget kasih afeksi, he is full of love and very affectionate. penyayang banget bangett dan perhatian. he will take care",Love
"papi yiyan sukanya overwork sampe mampus, terus suka ngeyeel banget, papi suka yang manis manis gitu :d apalagi ya",Love
kau lagi bodoh kalau percaya papagomo yang kau panggil papa bodoh tu buat video bertaraf hollywood haha,Anger
"ya karena mereka itu adalah kadal gurun yang hidupnya hanya brutal dan rusuh dipermukaan dan kejauhan saja, begitu dideketin dan ditengok saja langsung lari tersilit2 cari lobang seolah semesta mau kiamat, itu dilakukan terus menerus selama hidupnya.",Neutral
"siapa yg salah disni bang , ngeri aq liatnya bah",Fear
apaan ini trending nft.. jijik bgt kalo mau abisin uang di hal yang gak membahayakan bumi bisa gak si tolol,Anger
pagi2 mmbuat emosi gan,Anger
"enemies to lovers tapi ga menye menye, bukan ""aku benci sama kamu"" tapi tautau dicium mau. enemies to lovers yg slowburn, yg kissing aja butuh berchapter chapter.",Neutral
sedih bgt sih ngemis2 sm org huft,Sad
jatuh cinta karna suka jatuh cinta karna kasih sayangmu,Love
"halah hidup kok cuma modal kontol tapi pengen cewek banyak, berlindung dibawah sunah rosul. nih nabi yg denger pernyataan lo kayak gini nangis anjir, sesat bangsat! belajar agama boleh, tapi jangan sampe mabok kayak org ini ya teman.",Anger
"kalo dia marah pacarnya di gandeng. tanya punya surat ijin pacaran gak. kalo mukul lapor polisi dong, 'penganiayaan'",Neutral
ayo cepet mbuh biar biasa jajanan aku c:,Neutral
"tadinya mau bilang ""jang naeoun?"" but then hmm ternyata untuk makan saja interesting",Neutral
"ada bws yg ngert tweet ku, dia ngira ak benci krna gaada moment bw tah?? ak benci krna trailernya penuh sad moments..",Anger
suka itu masalah rasa..dan kalo sudah tresno akan terus d puja..sama seperti para pendukung pak anies dan pak ganjar yg tidak pernah goyah sedikitpun walao kabar negativ menerpa,Neutral
gatau malu ya,Anger
gembira dengan keadaan,Joy
"done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you ;3 extraordinary day",Love
"panik nya tuh di pikiran sih, sibuk mikirin ini mikirin itu, mikir kya ""aduh ini gimana, takut"" ""kaya apa ini"" smbil mau nangis",Fear
"alhamdulillah jimin udah sembuhh amyy,plis seneng bangett lagi disekolah seharian bdmd gatau kenapa dengar kabar ini langsung naik moodnyaa,sehat-sehat terus yawwww",Joy
pasar lagi sepi :(,Sad
